# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_fld            14:(.)w_fld              15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       2.761512626469e+07       9.912476704295e-13       1.678563645510e-02       1.645214882094e+09       1.414766275989e+04       5.123156820640e-04       3.906895076124e+11       9.691132171518e-03       1.600174215040e+18       5.244621552219e+13       2.814296616523e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.106223917346e+18       2.706732008264e+18       2.706732008264e+18       9.021327107956e+17      -2.149839321324e+20       1.693072209932e-04       6.425216570300e-02 
       2.731988144450e+07       1.012787732284e-12       1.696703246853e-02       1.610224659673e+09       1.414766257850e+04       5.178522494465e-04       3.865124785090e+11       9.795859913962e-03       1.532831360042e+18       5.078196327759e+13       2.724991803690e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.059668813432e+18       2.592823454618e+18       2.592823454618e+18       8.641667244913e+17      -2.037347814613e+20       1.694241539989e-04       6.420977627656e-02 
       2.702779320958e+07       1.034795860143e-12       1.715038869588e-02       1.575978616235e+09       1.414766239514e+04       5.234486501354e-04       3.823801077624e+11       9.901719359637e-03       1.468322609028e+18       4.917052200336e+13       2.638520860446e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.015072967193e+18       2.483708598829e+18       2.483708598829e+18       8.277985254070e+17      -1.930742500814e+20       1.695410905874e-04       6.416746648104e-02 
       2.673882781155e+07       1.057282224929e-12       1.733572632293e-02       1.542460924313e+09       1.414766220980e+04       5.291055307438e-04       3.782919179116e+11       1.000872273696e-02       1.406528689577e+18       4.761021587265e+13       2.554793860877e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.723539238538e+17       2.379185703033e+18       2.379185703033e+18       7.929608711436e+17      -1.829715380383e+20       1.696580307999e-04       6.412523639702e-02 
       2.645295186288e+07       1.080257218577e-12       1.752306675553e-02       1.509656093066e+09       1.414766202246e+04       5.348235448723e-04       3.742474366001e+11       1.011688240648e-02       1.347335348812e+18       4.609942223687e+13       2.473723732649e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.314326987233e+17       2.279061519331e+18       2.279061519331e+18       7.595893491785e+17      -1.733974570113e+20       1.697749746782e-04       6.408308610768e-02 
       2.617013233296e+07       1.103731458819e-12       1.771243163967e-02       1.477548961117e+09       1.414766183310e+04       5.406033531850e-04       3.702461965219e+11       1.022621086224e-02       1.290633142154e+18       4.463656993822e+13       2.395226166456e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.922336311582e+17       2.183150932499e+18       2.183150932499e+18       7.276222577709e+17      -1.643243459828e+20       1.698919222644e-04       6.404101569877e-02 
       2.589033654437e+07       1.127715794094e-12       1.790384284686e-02       1.446124689551e+09       1.414766164169e+04       5.464456234857e-04       3.662877353668e+11       1.033672073332e-02       1.236317230967e+18       4.322013767573e+13       2.319219528338e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.546842446706e+17       2.091276617728e+18       2.091276617728e+18       6.970004918792e+17      -1.557259913214e+20       1.700088736013e-04       6.399902525867e-02 
       2.561353216901e+07       1.152221308580e-12       1.809732249058e-02       1.415368755049e+09       1.414766144821e+04       5.523510307951e-04       3.623715957676e+11       1.044842478519e-02       1.184287188716e+18       4.184865242323e+13       2.245624774793e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.187151129238e+17       2.003268712770e+18       2.003268712770e+18       6.676674338799e+17      -1.475775510457e+20       1.701258287321e-04       6.395711487843e-02 
       2.533968722445e+07       1.177259327306e-12       1.829289291891e-02       1.385266943185e+09       1.414766125264e+04       5.583202574288e-04       3.584973252469e+11       1.056133592127e-02       1.134446815288e+18       4.052068789738e+13       2.174365370568e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.842597313680e+17       1.918964503881e+18       1.918964503881e+18       6.395688488855e+17      -1.398554830516e+20       1.702427877005e-04       6.391528465176e-02 
       2.506877007017e+07       1.202841421390e-12       1.849057672916e-02       1.355805341849e+09       1.414766105495e+04       5.643539930758e-04       3.546644761650e+11       1.067546718436e-02       1.086703959125e+18       3.923486307447e+13       2.105367209070e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.512543942775e+17       1.838208124986e+18       1.838208124986e+18       6.126527844673e+17      -1.325374770952e+20       1.703597505506e-04       6.387353467510e-02 
       2.480074940396e+07       1.228979413350e-12       1.869039675148e-02       1.326970334820e+09       1.414766085513e+04       5.704529348787e-04       3.508726056680e+11       1.079083175816e-02       1.040970346835e+18       3.798984075422e+13       2.038558535298e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.196380769631e+17       1.760850269493e+18       1.760850269493e+18       5.868694745995e+17      -1.256023903342e+20       1.704767173271e-04       6.383186504756e-02 
       2.453559425825e+07       1.255685382615e-12       1.889237607247e-02       1.298748595474e+09       1.414766065315e+04       5.766177875140e-04       3.471212756369e+11       1.090744296883e-02       9.971614199909e+17       3.678432616909e+13       1.973869871220e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.893523229414e+17       1.686747914246e+18       1.686747914246e+18       5.621712476441e+17      -1.190301862431e+20       1.705936880753e-04       6.379027587102e-02 
       2.427327399658e+07       1.282971671089e-12       1.909653802250e-02       1.271127080622e+09       1.414766044899e+04       5.828492632736e-04       3.434100526366e+11       1.102531428646e-02       9.551961787780e+17       3.561706563783e+13       1.911233943517e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.603411358528e+17       1.615764055091e+18       1.615764055091e+18       5.385124382102e+17      -1.128018767237e+20       1.707106628409e-04       6.374876725015e-02 
       2.401375831001e+07       1.310850888858e-12       1.930290618657e-02       1.244093024484e+09       1.414766024262e+04       5.891480821467e-04       3.397385078661e+11       1.114445932670e-02       9.149970322361e+17       3.448684526171e+13       1.850585613628e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.325508759277e+17       1.547767453570e+18       1.547767453570e+18       5.158493027213e+17      -1.068994672455e+20       1.708276416701e-04       6.370733929239e-02 
       2.375701721367e+07       1.339335920012e-12       1.951150440436e-02       1.217633932789e+09       1.414766003403e+04       5.955149719036e-04       3.361062171091e+11       1.126489185227e-02       8.764896547974e+17       3.339248966208e+13       1.791861810001e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       6.059301608101e+17       1.482632394278e+18       1.482632394278e+18       4.941399385359e+17      -1.013059048566e+20       1.709446246097e-04       6.366599210804e-02 
       2.350302104325e+07       1.368439928571e-12       1.972235677204e-02       1.191737576997e+09       1.414765982317e+04       6.019506681795e-04       3.325127606845e+11       1.138662577457e-02       8.396028488633e+17       3.233286075808e+13       1.735001462508e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.804297705556e+17       1.420238452426e+18       1.420238452426e+18       4.733442064730e+17      -9.600502891406e+19       1.710616117070e-04       6.362472581019e-02 
       2.325174045162e+07       1.398176364622e-12       1.993548764403e-02       1.166391988652e+09       1.414765961004e+04       6.084559145593e-04       3.289577233982e+11       1.150967515529e-02       8.042684131649e+17       3.130685658304e+13       1.679945438930e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.560025566259e+17       1.360470271191e+18       1.360470271191e+18       4.534236565970e+17      -9.098152439384e+19       1.711786030100e-04       6.358354051486e-02 
       2.300314640539e+07       1.428558970506e-12       2.015092164584e-02       1.141585453848e+09       1.414765939461e+04       6.150314626639e-04       3.254406944954e+11       1.163405420806e-02       7.704210166635e+17       3.031341013852e+13       1.626636483466e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.326033547153e+17       1.303217348437e+18       1.303217348437e+18       4.343414571263e+17      -8.622087764258e+19       1.712955985669e-04       6.354243634093e-02 
       2.275721018158e+07       1.459601787177e-12       2.036868365940e-02       1.117306507815e+09       1.414765917685e+04       6.216780722367e-04       3.219612676124e+11       1.175977730002e-02       7.379980777575e+17       2.935148828463e+13       1.575019157186e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       5.101889012444e+17       1.248373832406e+18       1.248373832406e+18       4.160623263340e+17      -8.170933444533e+19       1.714125984268e-04       6.350141341027e-02 
       2.251390336430e+07       1.491319160661e-12       2.058879883953e-02       1.093543929621e+09       1.414765895673e+04       6.283965112316e-04       3.185190407306e+11       1.188685895353e-02       7.069396485735e+17       2.842009066569e+13       1.525039780380e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.887177533684e+17       1.195838326011e+18       1.195838326011e+18       3.985524673140e+17      -7.743386028727e+19       1.715296026392e-04       6.346047184763e-02 
       2.227319784149e+07       1.523725748709e-12       2.081129261569e-02       1.070286736985e+09       1.414765873424e+04       6.351875559016e-04       3.151136161292e+11       1.201531384787e-02       6.771883041266e+17       2.751824866983e+13       1.476646376732e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.681502123525e+17       1.145513699365e+18       1.145513699365e+18       3.817795054930e+17      -7.338210269476e+19       1.716466112542e-04       6.341961178078e-02 
       2.203506580161e+07       1.556836527583e-12       2.103619068657e-02       1.047524181202e+09       1.414765850934e+04       6.420519908886e-04       3.117446003397e+11       1.214515682085e-02       6.486890361450e+17       2.664502442171e+13       1.429788619266e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.484482501712e+17       1.097306910203e+18       1.097306910203e+18       3.657124287721e+17      -6.954235554698e+19       1.717636243225e-04       6.337883334050e-02 
       2.179947973050e+07       1.590666798957e-12       2.126351903462e-02       1.025245742175e+09       1.414765828201e+04       6.489906093139e-04       3.084116041003e+11       1.227640287060e-02       6.213891513638e+17       2.579950980717e+13       1.384417778010e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.295754391973e+17       1.051128831849e+18       1.051128831849e+18       3.503215301870e+17      -6.590352525493e+19       1.718806418952e-04       6.333813666061e-02 
       2.156641240812e+07       1.625232197011e-12       2.149330391512e-02       1.003441123554e+09       1.414765805223e+04       6.560042128700e-04       3.051142423111e+11       1.240906715729e-02       5.952381740984e+17       2.498082552884e+13       1.340486669320e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       4.114968848493e+17       1.006894088440e+18       1.006894088440e+18       3.355783529826e+17      -6.245509871021e+19       1.719976640243e-04       6.329752187801e-02 
       2.133583690551e+07       1.660548695582e-12       2.172557187623e-02       9.821002479753e+08       1.414765781996e+04       6.630936119131e-04       3.018521339892e+11       1.254316500482e-02       5.701877529185e+17       2.418812019168e+13       1.297949606806e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.941791610737e+17       9.645208970731e+17       9.645208970731e+17       3.214556379974e+17      -5.918711291086e+19       1.721146907622e-04       6.325698913265e-02 
       2.110772658157e+07       1.696632615640e-12       2.196034974440e-02       9.612132524037e+08       1.414765758518e+04       6.702596255569e-04       2.986249022253e+11       1.267871190266e-02       5.461915712490e+17       2.342056941760e+13       1.256762353827e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.775902485427e+17       9.239309165965e+17       9.239309165965e+17       3.079272732639e+17      -5.609012617659e+19       1.722317221619e-04       6.321653856763e-02 
       2.088205508005e+07       1.733500632785e-12       2.219766464259e-02       9.407704835768e+08       1.414765734787e+04       6.775030817670e-04       2.954321741395e+11       1.281572350761e-02       5.232052617344e+17       2.267737498813e+13       1.216882077482e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.616994754521e+17       8.850491027693e+17       8.850491027693e+17       2.949682457289e+17      -5.315519087016e+19       1.723487582770e-04       6.317617032921e-02 
       2.065879632649e+07       1.771169784966e-12       2.243754398114e-02       9.207624935412e+08       1.414765710799e+04       6.848248174566e-04       2.922735808386e+11       1.295421564561e-02       5.011863242060e+17       2.195776401430e+13       1.178267304067e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.464774608118e+17       8.478035695122e+17       8.478035695122e+17       2.825545950059e+17      -5.037382754621e+19       1.724657991619e-04       6.313588456685e-02 
       2.043792452519e+07       1.809657480324e-12       2.268001547236e-02       9.011800352866e+08       1.414765686551e+04       6.922256785834e-04       2.891487573734e+11       1.309420431354e-02       4.800940471020e+17       2.126098813289e+13       1.140877875946e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.318960601214e+17       8.121254559991e+17       8.121254559991e+17       2.706633690745e+17      -4.773800045267e+19       1.725828448713e-04       6.309568143318e-02 
       2.021941415626e+07       1.848981505246e-12       2.292510712323e-02       8.820140584720e+08       1.414765662042e+04       6.997065202473e-04       2.860573426965e+11       1.323570568111e-02       4.598894321945e+17       2.058632272815e+13       1.104674909784e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.179283133340e+17       7.779487993422e+17       7.779487993422e+17       2.592725818428e+17      -4.524009431418e+19       1.726998954608e-04       6.305556108410e-02 
       2.000323997263e+07       1.889160032617e-12       2.317284724268e-02       8.632557052428e+08       1.414765637268e+04       7.072682067889e-04       2.829989796208e+11       1.337873609270e-02       4.405351224845e+17       1.993306617823e+13       1.069620756117e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       3.045483950079e+17       7.452104126342e+17       7.452104126342e+17       2.483611724975e+17      -4.287289233030e+19       1.728169509866e-04       6.301552367877e-02 
       1.978937699719e+07       1.930211630192e-12       2.342326445250e-02       8.448963061369e+08       1.414765612227e+04       7.149116118898e-04       2.799733147777e+11       1.352331206925e-02       4.219953331313e+17       1.930053912555e+13       1.035678960193e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.917315665573e+17       7.138497681238e+17       7.138497681238e+17       2.379089665629e+17      -4.062955532496e+19       1.729340115053e-04       6.297556937968e-02 
       1.957780051983e+07       1.972155269191e-12       2.367638767464e-02       8.269273760780e+08       1.414765586914e+04       7.226376186730e-04       2.769799985769e+11       1.366945031016e-02       4.042357852882e+17       1.868808377025e+13       1.002814224063e+14       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.794541305128e+17       6.838088853072e+17       6.838088853072e+17       2.278966386004e+17      -3.850360198695e+19       1.730510770745e-04       6.293569835264e-02 
       1.936848609466e+07       2.015010333004e-12       2.393224615116e-02       8.093406104538e+08       1.414765561328e+04       7.304471198055e-04       2.740186851656e+11       1.381716769524e-02       3.872236427239e+17       1.809506318617e+13       9.709923698702e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.676933867056e+17       6.550322237297e+17       6.550322237297e+17       2.183056764765e+17      -3.648889014440e+19       1.731681477523e-04       6.289591076681e-02 
       1.916140953713e+07       2.058796626222e-12       2.419086943337e-02       7.921278812780e+08       1.414765535466e+04       7.383410176012e-04       2.710890323885e+11       1.396648128663e-02       3.709274511099e+17       1.752086065842e+13       9.401803043103e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.564275902970e+17       6.274665802980e+17       6.274665802980e+17       2.091183471356e+17      -3.457959901895e+19       1.732852235974e-04       6.285620679478e-02 
       1.895654692128e+07       2.103534383767e-12       2.445228739816e-02       7.752812334336e+08       1.414765509324e+04       7.463202241249e-04       2.681907017488e+11       1.411740833079e-02       3.553170798639e+17       1.696487904206e+13       9.103459842131e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.456359115730e+17       6.010609909143e+17       6.010609909143e+17       2.003176638123e+17      -3.277021240869e+19       1.734023046693e-04       6.281658661255e-02 
       1.875387457692e+07       2.149244280242e-12       2.471653023895e-02       7.587928809963e+08       1.414765482900e+04       7.543856612982e-04       2.653233583683e+11       1.426996626048e-02       3.403636664399e+17       1.642654014108e+13       8.814583832204e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.352983974323e+17       5.757666362507e+17       5.757666362507e+17       1.918873546241e+17      -3.105550275083e+19       1.735193910280e-04       6.277705039961e-02 
       1.855336908696e+07       2.195947439474e-12       2.498362848200e-02       7.426552036360e+08       1.414765456190e+04       7.625382610055e-04       2.624866709494e+11       1.442417269677e-02       3.260395629639e+17       1.590528410709e+13       8.534874595191e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.253959344937e+17       5.515367514876e+17       5.515367514876e+17       1.838118324859e+17      -2.943051601853e+19       1.736364827344e-04       6.273759833894e-02 
       1.835500728465e+07       2.243665444238e-12       2.525361297739e-02       7.268607430949e+08       1.414765429192e+04       7.707789652020e-04       2.596803117365e+11       1.458004545108e-02       3.123182851141e+17       1.540056885714e+13       8.264041245998e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.159102137570e+17       5.283265398525e+17       5.283265398525e+17       1.760761662904e+17      -2.789055740785e+19       1.737535798499e-04       6.269823061703e-02 
       1.815876625093e+07       2.292420346310e-12       2.552651491169e-02       7.114021997404e+08       1.414765401901e+04       7.791087260225e-04       2.569039564780e+11       1.473760252723e-02       2.991744631538e+17       1.491186950995e+13       8.001802130056e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       2.068236967509e+17       5.060930897955e+17       5.060930897955e+17       1.686660533016e+17      -2.643117777372e+19       1.738706824368e-04       6.265894742396e-02 
       1.796462331180e+07       2.342234676614e-12       2.580236580798e-02       6.962724291916e+08       1.414765374316e+04       7.875285058911e-04       2.541572843893e+11       1.489686212352e-02       2.865837950240e+17       1.443867784005e+13       7.747884530413e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.981195831052e+17       4.847952956523e+17       4.847952956523e+17       1.615677927097e+17      -2.504816077568e+19       1.739877905581e-04       6.261974895339e-02 
       1.777255603563e+07       2.393131455649e-12       2.608119752949e-02       6.814644390169e+08       1.414765346433e+04       7.960392776329e-04       2.514399781152e+11       1.505784263484e-02       2.745230014105e+17       1.398050174926e+13       7.502024384124e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.897817794885e+17       4.643937816446e+17       4.643937816446e+17       1.547682602997e+17      -2.373751069613e+19       1.741049042772e-04       6.258063540265e-02 
       1.758254223066e+07       2.445134204067e-12       2.636304228326e-02       6.669713855027e+08       1.414765318249e+04       8.046420245859e-04       2.487517236935e+11       1.522056265476e-02       2.629697827021e+17       1.353686475496e+13       7.263966007633e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.817948698524e+17       4.448508290794e+17       4.448508290794e+17       1.482548841848e+17      -2.249544089615e+19       1.742220236587e-04       6.254160697269e-02 
       1.739455994237e+07       2.498266953598e-12       2.664793262375e-02       6.527865704903e+08       1.414765289760e+04       8.133377407150e-04       2.460922105188e+11       1.538504097771e-02       2.519027777603e+17       1.310730549451e+13       7.033461830878e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.741440869283e+17       4.261303066125e+17       4.261303066125e+17       1.420156215629e+17      -2.131836287521e+19       1.743391487676e-04       6.250266386821e-02 
       1.720858745097e+07       2.552554258160e-12       2.693590146009e-02       6.389034382800e+08       1.414765260963e+04       8.221274307266e-04       2.434611313064e+11       1.555129660114e-02       2.413015244236e+17       1.269137724549e+13       6.810272139825e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.668152849237e+17       4.081976034460e+17       4.081976034460e+17       1.360389364491e+17      -2.020287590349e+19       1.744562796698e-04       6.246380629762e-02 
       1.702460326889e+07       2.608021205183e-12       2.722698205253e-02       6.253155726014e+08       1.414765231855e+04       8.310121101847e-04       2.408581820571e+11       1.571934872769e-02       2.311464216745e+17       1.228864746113e+13       6.594164827178e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.597949133675e+17       3.910195653378e+17       3.910195653378e+17       1.303137783473e+17      -1.914575719661e+19       1.745734164318e-04       6.242503447313e-02 
       1.684258613828e+07       2.664693427228e-12       2.752120802688e-02       6.120166936477e+08       1.414765202432e+04       8.399928056284e-04       2.382830620217e+11       1.588921676745e-02       2.214186933984e+17       1.189869732046e+13       6.384915150998e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.530699920563e+17       3.745644333035e+17       3.745644333035e+17       1.248295618182e+17      -1.814395260449e+19       1.746905591211e-04       6.238634861077e-02 
       1.666251502857e+07       2.722597113723e-12       2.781861336371e-02       5.990006551739e+08       1.414765172692e+04       8.490705546903e-04       2.357354736664e+11       1.606092034015e-02       2.121003536680e+17       1.152112129279e+13       6.182305500983e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.466280870544e+17       3.588017848987e+17       3.588017848987e+17       1.195761469075e+17      -1.719456778746e+19       1.748077078057e-04       6.234774893037e-02 
       1.648436913406e+07       2.781759023208e-12       2.811923241643e-02       5.862614416553e+08       1.414765142630e+04       8.582464062166e-04       2.332151226387e+11       1.623447927746e-02       2.031741734884e+17       1.115552671593e+13       5.986125172158e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.404572877049e+17       3.437024779717e+17       3.437024779717e+17       1.145438203978e+17      -1.629485985403e+19       1.749248625547e-04       6.230923565569e-02 
       1.630812787145e+07       2.842206495635e-12       2.842309991138e-02       5.737931655080e+08       1.414765112243e+04       8.675214203880e-04       2.307217177329e+11       1.640991362525e-02       1.946236489417e+17       1.080153338788e+13       5.796170145756e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.345461846072e+17       3.292385967837e+17       3.292385967837e+17       1.097232778496e+17      -1.544222943626e+19       1.750420234377e-04       6.227080901442e-02 
       1.613377087754e+07       2.903967465017e-12       2.873025094414e-02       5.615900643675e+08       1.414765081528e+04       8.768966688424e-04       2.282549708568e+11       1.658724364593e-02       1.864329706725e+17       1.045877317140e+13       5.612242877047e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.288838485219e+17       3.153834003963e+17       3.153834003963e+17       1.051056063981e+17      -1.463421317979e+19       1.751591905252e-04       6.223246923821e-02 
       1.596127800683e+07       2.967070472284e-12       2.904072099227e-02       5.496464984254e+08       1.414765050481e+04       8.863732347988e-04       2.258145969983e+11       1.676648982078e-02       1.785869946575e+17       1.012688961120e+13       5.434152089898e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.234598101633e+17       3.021112732313e+17       3.021112732313e+17       1.006822682736e+17      -1.386847662683e+19       1.752763638886e-04       6.219421656269e-02 
       1.579062932920e+07       3.031544678498e-12       2.935454591716e-02       5.379569478232e+08       1.414765019098e+04       8.959522131821e-04       2.234003141926e+11       1.694767285228e-02       1.710712142051e+17       9.805537563236e+12       5.261712577856e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.182640408428e+17       2.893976777112e+17       2.893976777112e+17       9.644508501596e+16      -1.314280747154e+19       1.753935435999e-04       6.215605122756e-02 
       1.562180512761e+07       3.097419878368e-12       2.967176196762e-02       5.265160101005e+08       1.414764987377e+04       9.056347107500e-04       2.210118434893e+11       1.713081366656e-02       1.638717331333e+17       9.494382835739e+12       5.094745011542e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.132869339258e+17       2.772191088921e+17       2.772191088921e+17       9.238622235305e+16      -1.245510916836e+19       1.755107297322e-04       6.211797347659e-02 
       1.545478589583e+07       3.164726513980e-12       2.999240578174e-02       5.153183976987e+08       1.414764955312e+04       9.154218462205e-04       2.186489089204e+11       1.731593341575e-02       1.569752400771e+17       9.193101841713e+12       4.933075752156e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.085192870703e+17       2.655530510067e+17       2.655530510067e+17       8.849817571580e+16      -1.180339487474e+19       1.756279223592e-04       6.207998355767e-02 
       1.528955233618e+07       3.233495688895e-12       3.031651439778e-02       5.043589355171e+08       1.414764922902e+04       9.253147504014e-04       2.163112374686e+11       1.750305348047e-02       1.503689838760e+17       8.901381262401e+12       4.776536670898e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       1.039522852120e+17       2.543779358359e+17       2.543779358359e+17       8.477375636266e+16      -1.118578171088e+19       1.757451215556e-04       6.204208172287e-02 
       1.512608535729e+07       3.303759182401e-12       3.064412524873e-02       4.936325585209e+08       1.414764890140e+04       9.353145663209e-04       2.139985590353e+11       1.769219547227e-02       1.440407499985e+17       8.618917721448e+12       4.624964974127e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.957748426591e+16       2.436731028319e+17       2.436731028319e+17       8.120607808814e+16      -1.060048531979e+19       1.758623273969e-04       6.200426822843e-02 
       1.496436607192e+07       3.375549464344e-12       3.097527617683e-02       4.831343094004e+08       1.414764857025e+04       9.454224493598e-04       2.117106064098e+11       1.788338123614e-02       1.379788379580e+17       8.345417469408e+12       4.478203034057e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.538679551400e+16       2.334187609198e+17       2.334187609198e+17       7.778854449067e+16      -1.004581471201e+19       1.759795399595e-04       6.196654333486e-02 
       1.480437579474e+07       3.448899710077e-12       3.131000542817e-02       4.728593362799e+08       1.414764823552e+04       9.556395673845e-04       2.094471152382e+11       1.807663285299e-02       1.321720396793e+17       8.080596078250e+12       4.336098224835e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       9.137247064941e+16       2.235959519071e+17       2.235959519071e+17       7.451483677624e+16      -9.520167380105e+18       1.760967593205e-04       6.192890730695e-02 
       1.464609604021e+07       3.523843815795e-12       3.164835166717e-02       4.628028904751e+08       1.414764789718e+04       9.659671008826e-04       2.072078239928e+11       1.827197264226e-02       1.266096187758e+17       7.824178145574e+12       4.198502763817e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.752708745052e+16       2.141865154321e+17       2.141865154321e+17       7.137890207544e+16      -9.022024668758e+18       1.762139855581e-04       6.189136041383e-02 
       1.448950852042e+07       3.600416414171e-12       3.199035397120e-02       4.529603242986e+08       1.414764755518e+04       9.764062430988e-04       2.049924739423e+11       1.846942316445e-02       1.212812906984e+17       7.575897008199e+12       4.065273557876e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.384353605765e+16       2.051730553887e+17       2.051730553887e+17       6.837494225203e+16      -8.549947387171e+18       1.763312187512e-04       6.185390292899e-02 
       1.433459514298e+07       3.678652890317e-12       3.233605184323e-02       4.433270889117e+08       1.414764720948e+04       9.869582001727e-04       2.028008091212e+11       1.866900722372e-02       1.161772037204e+17       7.335494464847e+12       3.936272054598e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       8.031500582747e+16       1.965389077629e+17       1.965389077629e+17       6.549740318262e+16      -8.102571651019e+18       1.764484589800e-04       6.181653513033e-02 
       1.418133800894e+07       3.758589398248e-12       3.268548521191e-02       4.338987322220e+08       1.414764686004e+04       9.976241912789e-04       2.006325763011e+11       1.887074787055e-02       1.112879207219e+17       7.102720507627e+12       3.811364098190e+13       3.018681055277e-08       5.205645605564e-09      -1.000000000000e+00       7.693497274055e+16       1.882681098239e+17       1.882681098239e+17       6.274096448747e+16      -7.678604941985e+18       1.765657063250e-04       6.177925730021e-02 
